❌ 'Ensalada ensatún' → {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Salsas'} (Esperado: {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Platos preparados'})
❌ 'Helado crocan choc vainilla Hacendado con lengua sabor chocolate' → {'nombre': 'Helado crocan choc vainilla Hacendado con lengua sabor chocolate', 'envase': 'Caja', 'size': '6 Unidades (450 ml)', 'precio': 2.9, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Helado crocan choc vainilla Hacendado con lengua sabor chocolate', 'envase': 'Caja', 'size': '6 Unidades (450 ml)', 'precio': 2.9, 'subcategoria': 'Congelados'})
❌ 'Helado mini sándwich nata Hacendado' → {'nombre': 'Helado mini sándwich nata Hacendado', 'envase': 'Caja', 'size': '6 Unidades (480 ml)', 'precio': 2.55, 'subcategoria': 'Bollería y repostería'} (Esperado: {'nombre': 'Helado mini sándwich nata Hacendado', 'envase': 'Caja', 'size': '6 Unidades (480 ml)', 'precio': 2.55, 'subcategoria': 'Congelados'})
❌ 'Helado mini sándwich vainilla y cookie Hacendado' → {'nombre': 'Helado mini sándwich vainilla y cookie Hacendado', 'envase': 'Caja', 'size': '6 Unidades (510 ml)', 'precio': 2.95, 'subcategoria': 'Galletas y cereales'} (Esperado: {'nombre': 'Helado mini sándwich vainilla y cookie Hacendado', 'envase': 'Caja', 'size': '6 Unidades (510 ml)', 'precio': 2.95, 'subcategoria': 'Congelados'})
❌ 'Helado vegetal mini triple chocolate a base de anacardo Hacendado' → {'nombre': 'Helado vegetal mini triple chocolate a base de anacardo Hacendado', 'envase': 'Caja', 'size': '4 Unidades (326 ml)', 'precio': 3.3, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Helado vegetal mini triple chocolate a base de anacardo Hacendado', 'envase': 'Caja', 'size': '4 Unidades (326 ml)', 'precio': 3.3, 'subcategoria': 'Congelados'})
❌ 'Helado mini bombón Biscuit Hacendado con galleta caramelizada' → {'nombre': 'Helado mini bombón Biscuit Hacendado con galleta caramelizada', 'envase': 'Caja', 'size': '8 Unidades (480 ml)', 'precio': 3.25, 'subcategoria': 'Galletas y cereales'} (Esperado: {'nombre': 'Helado mini bombón Biscuit Hacendado con galleta caramelizada', 'envase': 'Caja', 'size': '8 Unidades (480 ml)', 'precio': 3.25, 'subcategoria': 'Congelados'})
❌ 'Helado bombón mango blanco Hacendado con salsa de mango y cobertura de chocolate blanco con trozos de coco crujientes' → {'nombre': 'Helado bombón mango blanco Hacendado con salsa de mango y cobertura de chocolate blanco con trozos de coco crujientes', 'envase': 'Caja', 'size': '6 Unidades (540 ml)', 'precio': 3.85, 'subcategoria': 'Postres'} (Esperado: {'nombre': 'Helado bombón mango blanco Hacendado con salsa de mango y cobertura de chocolate blanco con trozos de coco crujientes', 'envase': 'Caja', 'size': '6 Unidades (540 ml)', 'precio': 3.85, 'subcategoria': 'Congelados'})
❌ 'Helado Dochi Banoffee Hacendado de banana y masa de galleta' → {'nombre': 'Helado Dochi Banoffee Hacendado de banana y masa de galleta', 'envase': 'Caja', 'size': '6 Unidades (216 ml)', 'precio': 2.85, 'subcategoria': 'Bollería y repostería'} (Esperado: {'nombre': 'Helado Dochi Banoffee Hacendado de banana y masa de galleta', 'envase': 'Caja', 'size': '6 Unidades (216 ml)', 'precio': 2.85, 'subcategoria': 'Congelados'})
❌ 'Helado sabor chocolate Hacendado' → {'nombre': 'Helado sabor chocolate Hacendado', 'envase': 'Caja', 'size': '12 Unidades (792 ml)', 'precio': 2.3, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Helado sabor chocolate Hacendado', 'envase': 'Caja', 'size': '12 Unidades (792 ml)', 'precio': 2.3, 'subcategoria': 'Congelados'})
❌ 'Helado vainilla praliné con nueces pecán Hacendado' → {'nombre': 'Helado vainilla praliné con nueces pecán Hacendado', 'envase': 'Tarrina', 'size': '950 Mililitros', 'precio': 3.5, 'subcategoria': 'Postres'} (Esperado: {'nombre': 'Helado vainilla praliné con nueces pecán Hacendado', 'envase': 'Tarrina', 'size': '950 Mililitros', 'precio': 3.5, 'subcategoria': 'Congelados'})
❌ 'Helado caramelo con salsa de caramelo salado y trozos de caramelo Hacendado' → {'nombre': 'Helado caramelo con salsa de caramelo salado y trozos de caramelo Hacendado', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.0, 'subcategoria': 'Chicles, caramelos y golosinas'} (Esperado: {'nombre': 'Helado caramelo con salsa de caramelo salado y trozos de caramelo Hacendado', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.0, 'subcategoria': 'Congelados'})
❌ 'Helado tarta de queso Hacendado con fresas' → {'nombre': 'Helado tarta de queso Hacendado con fresas', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.15, 'subcategoria': 'Postres'} (Esperado: {'nombre': 'Helado tarta de queso Hacendado con fresas', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.15, 'subcategoria': 'Congelados'})
❌ 'Helado sabor huevo de chocolate Hacendado' → {'nombre': 'Helado sabor huevo de chocolate Hacendado', 'envase': 'Tarrina', 'size': '950 Mililitros', 'precio': 3.75, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Helado sabor huevo de chocolate Hacendado', 'envase': 'Tarrina', 'size': '950 Mililitros', 'precio': 3.75, 'subcategoria': 'Congelados'})
❌ 'Helado menta choco con trocitos sabor chocolate Hacendado' → {'nombre': 'Helado menta choco con trocitos sabor chocolate Hacendado', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.15, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Helado menta choco con trocitos sabor chocolate Hacendado', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.15, 'subcategoria': 'Congelados'})
❌ 'Helado 3 sabores Hacendado chocolate' → {'nombre': 'Helado 3 sabores Hacendado chocolate', 'envase': 'vainilla y fresa', 'size': 'Tarrina', 'precio': 1.0, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Helado 3 sabores Hacendado chocolate', 'envase': 'vainilla y fresa', 'size': 'Tarrina', 'precio': 1.0, 'subcategoria': 'Congelados'})
❌ 'Helado Biscuit Hacendado sabor galleta caramelizada' → {'nombre': 'Helado Biscuit Hacendado sabor galleta caramelizada', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.15, 'subcategoria': 'Galletas y cereales'} (Esperado: {'nombre': 'Helado Biscuit Hacendado sabor galleta caramelizada', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.15, 'subcategoria': 'Congelados'})
❌ 'Helado Cookie Dough Hacendado de crema de vainilla con trozos de galletas' → {'nombre': 'Helado Cookie Dough Hacendado de crema de vainilla con trozos de galletas', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.35, 'subcategoria': 'Galletas y cereales'} (Esperado: {'nombre': 'Helado Cookie Dough Hacendado de crema de vainilla con trozos de galletas', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.35, 'subcategoria': 'Congelados'})
❌ 'Helado Duo Brownie Hacendado de crema sabor vainilla y cacao' → {'nombre': 'Helado Duo Brownie Hacendado de crema sabor vainilla y cacao', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.35, 'subcategoria': 'Postres'} (Esperado: {'nombre': 'Helado Duo Brownie Hacendado de crema sabor vainilla y cacao', 'envase': 'Bote', 'size': '500 Mililitros', 'precio': 3.35, 'subcategoria': 'Congelados'})
❌ 'Tarta helada nata y chocolate Hacendado' → {'nombre': 'Tarta helada nata y chocolate Hacendado', 'envase': 'Caja', 'size': '1 Litro', 'precio': 2.0, 'subcategoria': 'Postres'} (Esperado: {'nombre': 'Tarta helada nata y chocolate Hacendado', 'envase': 'Caja', 'size': '1 Litro', 'precio': 2.0, 'subcategoria': 'Congelados'})
❌ 'Barra de helado sabor vainilla' → {'nombre': 'Barra de helado sabor vainilla', 'envase': 'chocolate y nata Hacendado', 'size': 'Caja', 'precio': 101.0, 'subcategoria': 'Congelados'} (Esperado: {'nombre': 'Barra de helado sabor vainilla', 'envase': 'chocolate y nata Hacendado', 'size': 'Caja', 'precio': 1.9, 'subcategoria': 'Congelados'})
❌ 'Tónica Hacendado' → {'nombre': 'Tónica Hacendado', 'envase': 'Lata', 'size': '330 Mililitros', 'precio': 0.37, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Tónica Hacendado', 'envase': 'Lata', 'size': '330 Mililitros', 'precio': 0.37, 'subcategoria': 'Refrescos'})
❌ 'Bitter Kas sin alcohol' → {'nombre': 'Bitter Kas sin alcohol', 'envase': 'Lata', 'size': '330 Mililitros', 'precio': 0.99, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bitter Kas sin alcohol', 'envase': 'Lata', 'size': '330 Mililitros', 'precio': 0.99, 'subcategoria': 'Refrescos'})
❌ 'Limonada natural Don Simón light sin gas' → {'nombre': 'Limonada natural Don Simón light sin gas', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.1, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Limonada natural Don Simón light sin gas', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.1, 'subcategoria': 'Refrescos'})
❌ 'Bebida Florida Sunny Delight' → {'nombre': 'Bebida Florida Sunny Delight', 'envase': 'Botella', 'size': '1,25 Litros', 'precio': 1.95, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida Florida Sunny Delight', 'envase': 'Botella', 'size': '1,25 Litros', 'precio': 1.95, 'subcategoria': 'Refrescos'})
❌ 'Bebida isotónica limón Aquarius' → {'nombre': 'Bebida isotónica limón Aquarius', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.99, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida isotónica limón Aquarius', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.99, 'subcategoria': 'Refrescos'})
❌ 'Bebida isotónica naranja Aquarius' → {'nombre': 'Bebida isotónica naranja Aquarius', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.99, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida isotónica naranja Aquarius', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.99, 'subcategoria': 'Refrescos'})
❌ 'Bebida isotónica limón Aquarius zero azúcar' → {'nombre': 'Bebida isotónica limón Aquarius zero azúcar', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.99, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida isotónica limón Aquarius zero azúcar', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.99, 'subcategoria': 'Refrescos'})
❌ 'Bebida isotónica de naranja Iso drink' → {'nombre': 'Bebida isotónica de naranja Iso drink', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.0, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida isotónica de naranja Iso drink', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.0, 'subcategoria': 'Refrescos'})
❌ 'Bebida isotónica Iso On blue Hacendado' → {'nombre': 'Bebida isotónica Iso On blue Hacendado', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.55, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida isotónica Iso On blue Hacendado', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.55, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Zero Hacendado' → {'nombre': 'Bebida energética Zero Hacendado', 'envase': 'Lata', 'size': '250 Mililitros', 'precio': 0.4, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Bebida energética Zero Hacendado', 'envase': 'Lata', 'size': '250 Mililitros', 'precio': 0.4, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Energy Ultra zero Monster' → {'nombre': 'Bebida energética Energy Ultra zero Monster', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.79, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Energy Ultra zero Monster', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.79, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Energy Monster' → {'nombre': 'Bebida energética Energy Monster', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.79, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Energy Monster', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.79, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Energy Drink Hacendado' → {'nombre': 'Bebida energética Energy Drink Hacendado', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.6, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Energy Drink Hacendado', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 1.6, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Red Bull' → {'nombre': 'Bebida energética Red Bull', 'envase': 'Lata', 'size': '250 Mililitros', 'precio': 1.59, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Red Bull', 'envase': 'Lata', 'size': '250 Mililitros', 'precio': 1.59, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética original Burn' → {'nombre': 'Bebida energética original Burn', 'envase': '4 latas x 500 Mililitros', 'size': 'Precio anterior: 4,60€ por Pack', 'precio': 3.32, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética original Burn', 'envase': '4 latas x 500 Mililitros', 'size': 'Precio anterior: 4,60€ por Pack', 'precio': 3.32, 'subcategoria': 'Refrescos'})
❌ 'Gel energético con cafeína Enervit Sport sabor cítricos' → {'nombre': 'Gel energético con cafeína Enervit Sport sabor cítricos', 'envase': 'Caja', 'size': '3 sobres (96 g)', 'precio': 3.75, 'subcategoria': 'Café'} (Esperado: {'nombre': 'Gel energético con cafeína Enervit Sport sabor cítricos', 'envase': 'Caja', 'size': '3 sobres (96 g)', 'precio': 3.75, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Mango Loco Monster' → {'nombre': 'Bebida energética Mango Loco Monster', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.79, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Mango Loco Monster', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.79, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Furious Energy drink' → {'nombre': 'Bebida energética Furious Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Furious Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Full Tropic Energy drink' → {'nombre': 'Bebida energética Full Tropic Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Full Tropic Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Refrescos'})
❌ 'Malta Maltín Polar' → {'nombre': 'Malta Maltín Polar', 'envase': 'Botellín', 'size': '250 Mililitros', 'precio': 1.15, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Malta Maltín Polar', 'envase': 'Botellín', 'size': '250 Mililitros', 'precio': 1.15, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Zero Furious Energy drink' → {'nombre': 'Bebida energética Zero Furious Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Zero Furious Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Zero Katrine Energy drink' → {'nombre': 'Bebida energética Zero Katrine Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Zero Katrine Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Refrescos'})
❌ 'Bebida energética Zero Sunset Energy drink' → {'nombre': 'Bebida energética Zero Sunset Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida energética Zero Sunset Energy drink', 'envase': 'Lata', 'size': '500 Mililitros', 'precio': 1.0, 'subcategoria': 'Refrescos'})
❌ 'Tinto de verano sabor limón La Casera' → {'nombre': 'Tinto de verano sabor limón La Casera', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 2.37, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Tinto de verano sabor limón La Casera', 'envase': 'Botella', 'size': '1,5 Litros', 'precio': 2.37, 'subcategoria': 'Vino'})
❌ 'Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña' → {'nombre': 'Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña', 'envase': 'Botella', 'size': '1 Litro', 'precio': 1.6, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Bebida refrescante aromatizada tinto sin alcohol light Castillo de Salobreña', 'envase': 'Botella', 'size': '1 Litro', 'precio': 1.6, 'subcategoria': 'Vino'})
❌ 'Bebida zumo de manzana El Lagar sin alcohol' → {'nombre': 'Bebida zumo de manzana El Lagar sin alcohol', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 2.4, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Bebida zumo de manzana El Lagar sin alcohol', 'envase': 'Botella', 'size': '750 Mililitros', 'precio': 2.4, 'subcategoria': 'Sidra'})
❌ 'Agua micelar cara y ojos Facial Clean' → {'nombre': 'Agua micelar cara y ojos Facial Clean', 'envase': 'Bote', 'size': '400 Mililitros', 'precio': 3.0, 'subcategoria': 'Agua'} (Esperado: {'nombre': 'Agua micelar cara y ojos Facial Clean', 'envase': 'Bote', 'size': '400 Mililitros', 'precio': 3.0, 'subcategoria': 'Higiene personal'})
❌ 'Leche facial limpiadora Facial Clean' → {'nombre': 'Leche facial limpiadora Facial Clean', 'envase': 'Bote', 'size': '250 Mililitros', 'precio': 1.5, 'subcategoria': 'Lácteos'} (Esperado: {'nombre': 'Leche facial limpiadora Facial Clean', 'envase': 'Bote', 'size': '250 Mililitros', 'precio': 1.5, 'subcategoria': 'Higiene personal'})
❌ 'Gel facial limpiador Facial Clean' → {'nombre': 'Gel facial limpiador Facial Clean', 'envase': 'Bote', 'size': '250 Mililitros', 'precio': 2.5, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Gel facial limpiador Facial Clean', 'envase': 'Bote', 'size': '250 Mililitros', 'precio': 2.5, 'subcategoria': 'Higiene personal'})
❌ 'Limpiador, exfoliante y mascarilla Arcilla Blanca Facial Clean' → Sin clasificar (Esperado: {'nombre': 'Limpiador, exfoliante y mascarilla Arcilla Blanca Facial Clean', 'envase': 'Bote', 'size': '100 Mililitros', 'precio': 3.5, 'subcategoria': 'Higiene personal'})
❌ 'Mousse facial limpiadora purificante Deliplus Oil Free' → {'nombre': 'Mousse facial limpiadora purificante Deliplus Oil Free', 'envase': 'Bote', 'size': '200 Mililitros', 'precio': 3.85, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Mousse facial limpiadora purificante Deliplus Oil Free', 'envase': 'Bote', 'size': '200 Mililitros', 'precio': 3.85, 'subcategoria': 'Higiene personal'})
❌ 'Agua facial de avena Deliplus' → {'nombre': 'Agua facial de avena Deliplus', 'envase': 'Spray', 'size': '300 Mililitros', 'precio': 2.9, 'subcategoria': 'Agua'} (Esperado: {'nombre': 'Agua facial de avena Deliplus', 'envase': 'Spray', 'size': '300 Mililitros', 'precio': 2.9, 'subcategoria': 'Higiene personal'})
❌ 'Tónico facial árbol de té y prebióticos Facial Clean' → {'nombre': 'Tónico facial árbol de té y prebióticos Facial Clean', 'envase': 'Bote', 'size': '255 Mililitros', 'precio': 3.5, 'subcategoria': 'Infusiones'} (Esperado: {'nombre': 'Tónico facial árbol de té y prebióticos Facial Clean', 'envase': 'Bote', 'size': '255 Mililitros', 'precio': 3.5, 'subcategoria': 'Higiene personal'})
❌ 'Tónico facial vitamina C y niacinamida Facial Clean iluminador y antioxidante' → {'nombre': 'Tónico facial vitamina C y niacinamida Facial Clean iluminador y antioxidante', 'envase': 'Bote', 'size': '255 Mililitros', 'precio': 3.5, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Tónico facial vitamina C y niacinamida Facial Clean iluminador y antioxidante', 'envase': 'Bote', 'size': '255 Mililitros', 'precio': 3.5, 'subcategoria': 'Higiene personal'})
❌ 'Discos impregnados ácido salicílico Deliplus Oil Free purificantes y seborreguladores' → {'nombre': 'Discos impregnados ácido salicílico Deliplus Oil Free purificantes y seborreguladores', 'envase': 'Bote', 'size': '50 Unidades', 'precio': 4.0, 'subcategoria': 'Parafarmacia'} (Esperado: {'nombre': 'Discos impregnados ácido salicílico Deliplus Oil Free purificantes y seborreguladores', 'envase': 'Bote', 'size': '50 Unidades', 'precio': 4.0, 'subcategoria': 'Higiene personal'})
❌ 'Aceite facial micelar desmaquillante y limpiador Facial Clean' → {'nombre': 'Aceite facial micelar desmaquillante y limpiador Facial Clean', 'envase': 'Bote', 'size': '150 Mililitros', 'precio': 3.75, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Aceite facial micelar desmaquillante y limpiador Facial Clean', 'envase': 'Bote', 'size': '150 Mililitros', 'precio': 3.75, 'subcategoria': 'Higiene personal'})
❌ 'Bruma facial hidratante Mist Facial Clean con ácido hialurónico y niacinamida' → {'nombre': 'Bruma facial hidratante Mist Facial Clean con ácido hialurónico y niacinamida', 'envase': 'Bote', 'size': '100 Mililitros', 'precio': 3.5, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Bruma facial hidratante Mist Facial Clean con ácido hialurónico y niacinamida', 'envase': 'Bote', 'size': '100 Mililitros', 'precio': 3.5, 'subcategoria': 'Higiene personal'})
❌ 'Tónico facial vitaminas y minerales Facial Clean hidratante y regenerador' → {'nombre': 'Tónico facial vitaminas y minerales Facial Clean hidratante y regenerador', 'envase': 'Bote', 'size': '255 Mililitros', 'precio': 3.5, 'subcategoria': 'Productos de limpieza'} (Esperado: {'nombre': 'Tónico facial vitaminas y minerales Facial Clean hidratante y regenerador', 'envase': 'Bote', 'size': '255 Mililitros', 'precio': 3.5, 'subcategoria': 'Higiene personal'})
❌ 'Crema facial Revitaliza y Reestructura Sisbela Reafirm Deliplus con ácido ribonucleico RNA' → {'nombre': 'Crema facial Revitaliza y Reestructura Sisbela Reafirm Deliplus con ácido ribonucleico RNA', 'envase': 'ácido desoxirribonucleico DNA y silicio', 'size': 'Tarro', 'precio': 50.0, 'subcategoria': 'Higiene personal'} (Esperado: {'nombre': 'Crema facial Revitaliza y Reestructura Sisbela Reafirm Deliplus con ácido ribonucleico RNA', 'envase': 'Tarro', 'size': '50 Mililitros', 'precio': 5.0, 'subcategoria': 'Higiene personal'})
❌ 'Sérum aceite facial Licopeno Anti Ox' → {'nombre': 'Sérum aceite facial Licopeno Anti Ox', 'envase': 'Frasco', 'size': '30 Mililitros', 'precio': 6.0, 'subcategoria': 'Bebidas vegetales'} (Esperado: {'nombre': 'Sérum aceite facial Licopeno Anti Ox', 'envase': 'Frasco', 'size': '30 Mililitros', 'precio': 6.0, 'subcategoria': 'Higiene personal'})
❌ 'Dentífrico Max Fresh Colgate sabor menta fresca' → {'nombre': 'Dentífrico Max Fresh Colgate sabor menta fresca', 'envase': 'Tubo', 'size': '100 Mililitros', 'precio': 2.6, 'subcategoria': 'Chicles, caramelos y golosinas'} (Esperado: {'nombre': 'Dentífrico Max Fresh Colgate sabor menta fresca', 'envase': 'Tubo', 'size': '100 Mililitros', 'precio': 2.6, 'subcategoria': 'Higiene personal'})
❌ 'Dentífrico infantil + 2 años Deliplus' → {'nombre': 'Dentífrico infantil + 2 años Deliplus', 'envase': 'Tubo', 'size': '75 Mililitros', 'precio': 1.0, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Dentífrico infantil + 2 años Deliplus', 'envase': 'Tubo', 'size': '75 Mililitros', 'precio': 1.0, 'subcategoria': 'Higiene infantil'})
❌ 'Dentífrico infantil +6 años Deliplus menta suave' → {'nombre': 'Dentífrico infantil +6 años Deliplus menta suave', 'envase': 'Tubo', 'size': '75 Mililitros', 'precio': 1.0, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Dentífrico infantil +6 años Deliplus menta suave', 'envase': 'Tubo', 'size': '75 Mililitros', 'precio': 1.0, 'subcategoria': 'Higiene infantil'})
❌ 'Dentífrico infantil +6 años Deliplus sabor gominola' → {'nombre': 'Dentífrico infantil +6 años Deliplus sabor gominola', 'envase': 'Tubo', 'size': '75 Mililitros', 'precio': 1.0, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Dentífrico infantil +6 años Deliplus sabor gominola', 'envase': 'Tubo', 'size': '75 Mililitros', 'precio': 1.0, 'subcategoria': 'Higiene infantil'})
❌ 'Recambios cepillo dental Eléctrico Deliplus tamaño medio' → {'nombre': 'Recambios cepillo dental Eléctrico Deliplus tamaño medio', 'envase': 'Paquete', 'size': '2 Unidades', 'precio': 3.75, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Recambios cepillo dental Eléctrico Deliplus tamaño medio', 'envase': 'Paquete', 'size': '2 Unidades', 'precio': 3.75, 'subcategoria': 'Higiene personal'})
❌ 'Recambios cepillo dental eléctrico Oral-B Pro Precision Clean' → {'nombre': 'Recambios cepillo dental eléctrico Oral-B Pro Precision Clean', 'envase': 'Paquete', 'size': '4 Unidades', 'precio': 14.5, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Recambios cepillo dental eléctrico Oral-B Pro Precision Clean', 'envase': 'Paquete', 'size': '4 Unidades', 'precio': 14.5, 'subcategoria': 'Higiene personal'})
❌ 'Cepillo dental Eléctrico Oral-B Vitality Pro Precision Clean' → {'nombre': 'Cepillo dental Eléctrico Oral-B Vitality Pro Precision Clean', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 24.0, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Cepillo dental Eléctrico Oral-B Vitality Pro Precision Clean', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 24.0, 'subcategoria': 'Higiene personal'})
❌ 'Hilo dental con cera y sabor menta' → {'nombre': 'Hilo dental con cera y sabor menta', 'envase': 'Paquete', 'size': '2 Unidades', 'precio': 1.8, 'subcategoria': 'Alimentación mascotas'} (Esperado: {'nombre': 'Hilo dental con cera y sabor menta', 'envase': 'Paquete', 'size': '2 Unidades', 'precio': 1.8, 'subcategoria': 'Higiene personal'})
❌ 'Cinta dental con cera y sabor menta' → {'nombre': 'Cinta dental con cera y sabor menta', 'envase': 'Paquete', 'size': '2 Unidades', 'precio': 2.5, 'subcategoria': 'Chicles, caramelos y golosinas'} (Esperado: {'nombre': 'Cinta dental con cera y sabor menta', 'envase': 'Paquete', 'size': '2 Unidades', 'precio': 2.5, 'subcategoria': 'Higiene personal'})
